user_id,file_id,rating,proportion_top10,proportion_top100,proportion_top1000,proportion_over1000,mean_rank,median_rank,rank_entropy,n_pred_tokens,pred_rating
68,3,2.0,0.7667,0.1433,0.0756,0.0144,85.27,1.0,1.0654,900,2.62
69,3,4.0,0.7675,0.1231,0.0848,0.0246,93.57,1.0,1.0983,1097,3.81
70,3,5.0,0.7275,0.1107,0.1093,0.0525,218.12,1.0,1.2576,1391,4.62
71,3,4.0,0.6382,0.1889,0.1213,0.0517,213.58,3.0,1.4577,503,4.23
72,3,4.0,0.7398,0.1636,0.0632,0.0335,209.75,2.0,1.1647,269,3.96
73,3,4.0,0.7758,0.1245,0.0673,0.0324,177.97,1.0,1.0807,1173,4.01
74,3,3.0,0.8105,0.1183,0.0601,0.0111,55.43,1.0,0.9261,2063,3.1
75,3,4.0,0.7973,0.0939,0.0905,0.0183,112.02,1.0,1.0005,873,3.8
0,4,5.0,0.8035,0.0885,0.0726,0.0354,129.33,1.0,1.0084,565,4.65
1,4,4.0,0.8263,0.0841,0.0746,0.0149,81.76,1.0,0.8978,737,3.89
2,4,4.0,0.679,0.1766,0.1146,0.0297,163.34,2.0,1.3299,3097,4.23
3,4,5.0,0.6726,0.153,0.1437,0.0307,147.27,2.0,1.3558,1921,4.35
4,4,5.0,0.8458,0.0876,0.0556,0.011,57.96,1.0,0.8152,1187,4.41
5,4,3.0,0.8364,0.075,0.0759,0.0127,78.28,1.0,0.858,1027,3.38
6,4,4.0,0.8552,0.0869,0.0495,0.0084,40.18,1.0,0.7718,829,3.56
7,4,4.0,0.8348,0.1005,0.0557,0.009,50.41,1.0,0.8436,1005,3.45
8,4,3.0,0.7684,0.1125,0.0868,0.0324,132.59,1.0,1.1128,1360,4.41
9,4,3.0,0.7207,0.1471,0.1053,0.0268,144.23,1.0,1.2294,1937,3.52
10,4,3.0,0.8494,0.0729,0.0565,0.0212,70.5,1.0,0.8274,425,2.98
11,4,4.0,0.8111,0.1071,0.0651,0.0168,66.34,1.0,0.9457,1429,3.85
12,4,5.0,0.6484,0.1749,0.1323,0.0445,185.82,3.0,1.4308,2722,4.82
13,4,4.0,0.8039,0.0915,0.085,0.0196,55.7,1.0,0.9823,153,3.66
14,4,5.0,0.8268,0.0995,0.0565,0.0172,75.24,1.0,0.8932,1045,3.92
15,4,1.0,0.8406,0.0968,0.0562,0.0065,38.45,1.0,0.8171,1085,2.13
16,4,4.0,0.808,0.0921,0.0821,0.0178,95.1,1.0,0.9651,1401,3.8
17,4,4.0,0.7873,0.086,0.0905,0.0362,151.49,1.0,1.0629,221,4.34
18,4,4.0,0.7779,0.1342,0.0691,0.0188,89.65,1.0,1.045,1490,3.9
19,4,5.0,0.6884,0.1567,0.1226,0.0322,183.7,2.0,1.3207,3107,4.65
20,4,4.0,0.8045,0.1087,0.0682,0.0185,62.43,1.0,0.9713,1187,3.86
21,4,4.0,0.6957,0.1304,0.087,0.087,173.65,2.0,1.3603,23,4.07
22,4,3.0,0.7945,0.1155,0.0687,0.0213,92.31,1.0,1.0071,1411,3.55
23,4,3.0,0.8203,0.1041,0.063,0.0126,50.97,1.0,0.9049,1191,2.85
24,4,4.0,0.8682,0.0763,0.0428,0.0127,54.22,1.0,0.7348,865,3.22
25,4,4.0,0.7228,0.1475,0.1119,0.0178,118.15,2.0,1.2027,2475,4.09
26,4,5.0,0.6686,0.1709,0.1238,0.0367,184.57,3.0,1.3718,2019,4.59
27,4,2.0,0.8517,0.08,0.051,0.0174,59.1,1.0,0.8092,863,2.69
28,4,4.0,0.7221,0.1457,0.1001,0.0321,128.97,1.0,1.2358,1558,4.32
29,4,4.0,0.7865,0.0983,0.0903,0.0248,119.28,1.0,1.0471,1129,3.85
30,4,4.0,0.7844,0.11,0.0671,0.0385,121.66,1.0,1.0676,909,4.11
31,4,4.0,0.8039,0.1114,0.0682,0.0165,65.49,1.0,0.9679,1392,3.68
32,4,4.0,0.8197,0.1017,0.0601,0.0185,86.66,1.0,0.9209,865,3.99
33,4,5.0,0.623,0.1795,0.1391,0.0584,236.89,3.0,1.5053,3220,4.86
34,4,4.0,0.8073,0.0977,0.0678,0.0271,169.01,1.0,0.9817,737,3.83
35,4,1.0,0.7803,0.1204,0.0805,0.0188,111.8,1.0,1.0473,1279,2.58
36,4,4.0,0.4,0.2667,0.1333,0.2,542.8,18.0,1.8892,15,3.67
37,4,5.0,0.7401,0.1723,0.0736,0.0141,88.61,2.0,1.1222,1985,3.04
38,4,4.0,0.619,0.2381,0.0476,0.0952,214.67,2.0,1.4535,21,3.52
39,4,2.0,0.8399,0.1001,0.0487,0.0113,40.26,1.0,0.8294,1149,2.63
40,4,2.0,0.7852,0.1288,0.07,0.0161,107.67,1.0,1.0191,1429,2.81
41,4,5.0,0.7333,0.1333,0.0667,0.0667,137.2,4.0,1.2366,15,4.6
42,4,3.0,0.7657,0.1435,0.0759,0.0149,59.04,1.0,1.0698,1673,3.09
43,4,5.0,0.6471,0.1176,0.1176,0.1176,276.65,1.0,1.4961,17,4.86
44,4,3.0,0.7767,0.1359,0.0388,0.0485,120.32,1.0,1.0684,103,3.17
45,4,4.0,0.7846,0.1208,0.0732,0.0213,88.29,1.0,1.0374,1407,4.02
46,4,5.0,0.8257,0.0822,0.0747,0.0174,65.12,1.0,0.906,803,3.92
47,4,5.0,0.6727,0.182,0.1123,0.0331,135.21,3.0,1.349,1995,4.73
48,4,5.0,0.8162,0.0994,0.0694,0.015,75.43,1.0,0.9283,865,4.45
49,4,4.0,0.7757,0.1053,0.0942,0.0248,127.09,1.0,1.0794,807,4.04
50,4,4.0,0.7446,0.1168,0.0894,0.0492,174.59,1.0,1.2039,1241,4.14
51,4,4.0,0.7037,0.1111,0.1111,0.0741,236.59,1.0,1.3393,27,4.23
52,4,2.0,0.807,0.0754,0.0905,0.0271,122.68,1.0,0.9855,995,3.08
53,4,5.0,0.8474,0.0757,0.0672,0.0098,42.65,1.0,0.8112,819,4.88
54,4,4.0,0.7676,0.1434,0.0666,0.0224,141.48,1.0,1.0778,2539,3.82
55,4,5.0,0.6449,0.1894,0.121,0.0447,227.16,3.0,1.4319,3579,4.63
56,4,2.0,0.8173,0.098,0.0777,0.0071,62.09,1.0,0.903,1133,2.43
57,4,5.0,0.7602,0.1461,0.0723,0.0215,88.39,1.0,1.0991,2560,3.49
58,4,3.0,0.8096,0.1294,0.0551,0.006,34.94,1.0,0.903,1507,2.32
59,4,4.0,0.6469,0.1736,0.128,0.0515,200.39,3.0,1.445,2719,4.81
60,4,4.0,0.784,0.116,0.0756,0.0244,125.34,1.0,1.048,2130,3.83
61,4,5.0,0.7107,0.1411,0.1013,0.0468,199.2,2.0,1.2903,2990,4.82
62,4,4.0,0.856,0.0909,0.0459,0.0072,51.01,1.0,0.7618,1111,3.69
63,4,5.0,0.8039,0.1116,0.07,0.0146,65.62,1.0,0.9635,1443,3.57
64,4,4.0,0.7719,0.1486,0.0663,0.0131,63.93,1.0,1.0387,1447,3.18
65,4,4.0,0.821,0.0958,0.0659,0.0173,62.38,1.0,0.9174,637,3.96
66,4,4.0,0.75,0.1548,0.0476,0.0476,150.52,1.0,1.1462,84,3.99
67,4,3.0,0.8309,0.1027,0.0559,0.0104,49.23,1.0,0.8604,769,3.18
68,4,3.0,0.8069,0.1085,0.0688,0.0159,96.84,1.0,0.9579,378,3.22
69,4,4.0,0.7729,0.1115,0.0958,0.0198,90.71,1.0,1.0763,960,3.91
70,4,4.0,0.7864,0.1164,0.0715,0.0258,98.08,1.0,1.0419,1203,3.91
71,4,5.0,0.6932,0.1692,0.0988,0.0387,131.76,2.0,1.3118,2246,4.76
72,4,5.0,0.7905,0.1029,0.0829,0.0237,123.28,1.0,1.0314,1351,4.18
73,4,4.0,0.7274,0.1347,0.1026,0.0353,146.33,1.0,1.2308,1871,4.2
74,4,1.0,0.7454,0.1508,0.086,0.0177,83.5,1.0,1.1352,2824,2.46
75,4,4.0,0.8157,0.1031,0.0634,0.0178,100.04,1.0,0.9337,1009,3.92
