user_id,file_id,rating,nli_mean_entail,nli_mean_contra,nli_max_contra,nli_frac_entail_gt50,nli_frac_contra_gt50,nli_pairs_evaluated,nli_r_to_q_entail,nli_q_to_r_entail,nli_r_to_q_contra,nli_q_to_r_contra,n_sentences_resp,pred_rating
64,2,3.0,0.415,0.5671,0.9978,0.3889,0.6111,18.0,0.7961,0.7838,0.1272,0.003,10.0,3.25
65,2,4.0,0.2193,0.7759,0.999,0.2222,0.7778,18.0,0.8251,0.9278,0.0205,0.0061,10.0,3.46
66,2,4.0,0.7363,0.228,0.9864,0.7222,0.2778,18.0,0.1593,0.5032,0.0962,0.2998,10.0,3.79
67,2,4.0,0.616,0.2742,0.8537,0.6667,0.2222,18.0,0.1499,0.091,0.0962,0.1227,10.0,3.71
68,2,4.0,0.5934,0.3829,0.9705,0.6111,0.3889,18.0,0.6649,0.9797,0.1534,0.0122,10.0,3.63
69,2,4.0,0.4958,0.412,0.9482,0.4444,0.3333,18.0,0.2523,0.4083,0.2379,0.1375,10.0,3.89
70,2,4.0,0.3183,0.6689,0.9981,0.3333,0.6667,18.0,0.232,0.0607,0.312,0.0114,10.0,3.89
71,2,5.0,0.6226,0.3444,0.9962,0.6111,0.3333,18.0,0.5956,0.3468,0.1907,0.0057,10.0,4.45
72,2,5.0,0.5589,0.42,0.996,0.5556,0.4444,18.0,0.8413,0.2657,0.0513,0.0289,10.0,4.59
73,2,4.0,0.2054,0.7733,0.9991,0.1667,0.7778,18.0,0.3172,0.755,0.1285,0.0179,10.0,3.8
74,2,3.0,0.3996,0.5749,0.9386,0.3333,0.6111,18.0,0.7815,0.5147,0.0642,0.0057,10.0,3.2
75,2,4.0,0.498,0.4383,0.9915,0.5556,0.3889,18.0,0.1099,0.393,0.1942,0.0246,10.0,4.0
0,3,5.0,0.7218,0.0928,0.3616,0.7143,0.0,14.0,0.7215,0.168,0.0292,0.0515,8.0,3.45
1,3,4.0,0.3776,0.617,0.9975,0.3889,0.6111,18.0,0.2302,0.6466,0.7679,0.1339,10.0,4.18
2,3,4.0,0.7581,0.2045,0.9968,0.8333,0.1667,18.0,0.8515,0.8313,0.1149,0.0721,10.0,3.87
3,3,5.0,0.3603,0.6192,0.9954,0.3889,0.6111,18.0,0.8623,0.921,0.0849,0.016,10.0,4.49
4,3,5.0,0.0124,0.9867,0.9991,0.0,1.0,18.0,0.3107,0.8785,0.6047,0.066,10.0,4.32
5,3,4.0,0.0812,0.9176,0.999,0.0556,0.9444,18.0,0.5116,0.2765,0.4711,0.7081,10.0,3.8
6,3,4.0,0.2528,0.7432,0.9991,0.2222,0.7778,18.0,0.5157,0.7125,0.0803,0.0564,10.0,4.01
7,3,4.0,0.7365,0.2313,0.9649,0.7778,0.2222,18.0,0.6991,0.1141,0.2046,0.0093,10.0,3.61
8,3,3.0,0.7469,0.2233,0.9436,0.7778,0.2222,18.0,0.9005,0.2001,0.0221,0.0842,10.0,3.01
9,3,3.0,0.0595,0.9381,0.9991,0.0556,0.9444,18.0,0.1335,0.6665,0.7641,0.121,10.0,3.59
10,3,3.0,0.0685,0.9306,0.999,0.0556,0.9444,18.0,0.5101,0.2709,0.4712,0.7101,10.0,3.79
11,3,4.0,0.4149,0.5638,0.9966,0.4444,0.5556,18.0,0.908,0.8792,0.0161,0.0162,10.0,3.88
12,3,5.0,0.0077,0.0009,0.0009,0.0,0.0,2.0,0.9637,0.384,0.0281,0.1973,2.0,3.57
13,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8708,0.8641,0.0296,0.0055,1.0,2.99
14,3,5.0,0.213,0.7466,0.9989,0.1667,0.7778,18.0,0.2365,0.5783,0.5129,0.2303,10.0,4.39
15,3,4.0,0.5203,0.4549,0.9879,0.5,0.5,18.0,0.2277,0.1301,0.0359,0.3022,10.0,3.87
16,3,4.0,0.5352,0.4199,0.9873,0.5556,0.4444,18.0,0.5594,0.8582,0.0868,0.0621,10.0,4.13
17,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903,0.4749,0.0993,0.148,1.0,4.56
18,3,4.0,0.653,0.3181,0.9963,0.6667,0.3333,18.0,0.6256,0.994,0.0392,0.003,10.0,3.87
19,3,5.0,0.419,0.5513,0.9903,0.3889,0.5556,18.0,0.8877,0.8351,0.0264,0.0316,10.0,4.49
20,3,4.0,0.3828,0.5773,0.9976,0.3889,0.6111,18.0,0.2082,0.1258,0.7117,0.0382,10.0,3.66
21,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0149,0.0005,0.0005,1.0,3.84
22,3,4.0,0.2546,0.7339,0.9978,0.2778,0.7222,18.0,0.7098,0.8428,0.0267,0.0417,10.0,4.08
23,3,3.0,0.6715,0.28,0.9367,0.6667,0.2778,18.0,0.2652,0.2652,0.17,0.17,10.0,2.78
24,3,3.0,0.5839,0.3475,0.9618,0.6111,0.3333,18.0,0.085,0.085,0.0821,0.0821,10.0,3.06
25,3,4.0,0.5767,0.4083,0.9987,0.5556,0.4444,18.0,0.7492,0.4266,0.055,0.3045,10.0,3.85
26,3,4.0,0.7013,0.2744,0.8547,0.6667,0.2778,18.0,0.9194,0.1184,0.0364,0.0033,10.0,3.61
27,3,2.0,0.2084,0.7731,0.9988,0.2222,0.7778,18.0,0.5218,0.9447,0.1643,0.0073,10.0,3.0
28,3,3.0,0.0052,0.9944,0.9991,0.0,1.0,18.0,0.9491,0.9478,0.0463,0.0485,10.0,3.45
29,3,3.0,0.6468,0.2627,0.9669,0.7222,0.2222,18.0,0.8494,0.7178,0.0156,0.0399,10.0,3.19
30,3,4.0,0.2308,0.768,0.9991,0.2222,0.7778,18.0,0.082,0.082,0.0613,0.0613,10.0,3.89
31,3,5.0,0.7203,0.1868,0.9908,0.7778,0.1667,18.0,0.058,0.6567,0.0517,0.0243,10.0,4.3
32,3,4.0,0.4038,0.5507,0.9982,0.4444,0.5556,18.0,0.8598,0.6368,0.0629,0.1003,10.0,4.1
33,3,5.0,0.5323,0.4451,0.997,0.5556,0.4444,18.0,0.9178,0.9359,0.0493,0.037,10.0,4.5
34,3,4.0,0.7878,0.1322,0.7011,0.8333,0.1111,18.0,0.806,0.7504,0.0266,0.0316,10.0,3.94
35,3,1.0,0.165,0.8299,0.9992,0.1111,0.8889,18.0,0.0737,0.086,0.1071,0.0857,10.0,2.58
36,3,4.0,0.0168,0.0009,0.0009,0.0,0.0,2.0,0.9252,0.69,0.0512,0.2869,2.0,3.75
37,3,1.0,0.7074,0.2713,0.9694,0.7,0.3,10.0,0.0586,0.0673,0.0066,0.0043,6.0,1.73
38,3,4.0,0.317,0.2293,0.445,0.0,0.0,6.0,0.1096,0.2991,0.0526,0.1266,4.0,4.06
39,3,2.0,0.3458,0.597,0.9372,0.2222,0.6667,18.0,0.6047,0.2382,0.2206,0.114,10.0,2.89
40,3,1.0,0.7428,0.2551,0.9891,0.75,0.25,4.0,0.4663,0.9847,0.077,0.0117,3.0,2.37
41,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5913,0.63,0.356,0.2944,1.0,4.32
42,3,3.0,0.5578,0.4169,0.9894,0.5556,0.4444,18.0,0.6672,0.7545,0.1002,0.163,10.0,3.62
43,3,5.0,0.0132,0.0013,0.0013,0.0,0.0,2.0,0.4743,0.7193,0.0072,0.0128,2.0,4.72
44,3,4.0,0.8888,0.0909,0.1794,1.0,0.0,6.0,0.0293,0.0094,0.0084,0.0022,4.0,3.8
45,3,4.0,0.5032,0.4708,0.9794,0.5,0.5,18.0,0.6857,0.7377,0.1962,0.1389,10.0,4.1
46,3,5.0,0.3784,0.5305,0.9987,0.3889,0.5556,18.0,0.619,0.7719,0.3349,0.1981,10.0,4.65
47,3,5.0,0.4449,0.527,0.9974,0.3889,0.5556,18.0,0.4514,0.4079,0.5345,0.0092,10.0,4.48
48,3,4.0,0.5375,0.4303,0.9977,0.5556,0.4444,18.0,0.6914,0.6768,0.2104,0.0725,10.0,4.02
49,3,2.0,0.3779,0.5503,0.9949,0.3333,0.5556,18.0,0.203,0.2891,0.6873,0.0103,10.0,2.98
50,3,4.0,0.6582,0.3366,0.9986,0.6667,0.3333,18.0,0.9891,0.9168,0.0058,0.0096,10.0,3.92
51,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5831,0.7556,0.1449,0.1679,1.0,4.65
52,3,2.0,0.705,0.2592,0.8875,0.6667,0.3333,18.0,0.8551,0.8783,0.0188,0.0055,10.0,2.85
53,3,5.0,0.2918,0.7024,0.9986,0.2778,0.7222,18.0,0.2839,0.8951,0.0613,0.0596,10.0,4.92
54,3,4.0,0.7327,0.2258,0.9888,0.7222,0.2778,18.0,0.1514,0.5412,0.8373,0.3806,10.0,3.83
55,3,5.0,0.5526,0.4078,0.9945,0.6111,0.3889,18.0,0.232,0.0154,0.0536,0.0049,10.0,4.29
56,3,4.0,0.8084,0.1841,0.9124,0.8333,0.1667,18.0,0.567,0.859,0.2959,0.0371,10.0,3.6
57,3,4.0,0.2818,0.7085,0.999,0.2778,0.7222,18.0,0.3948,0.3948,0.0062,0.0062,10.0,4.08
58,3,2.0,0.1086,0.889,0.9992,0.1111,0.8889,18.0,0.0192,0.0192,0.9629,0.9629,10.0,2.83
59,3,3.0,0.6402,0.2595,0.9947,0.6111,0.2778,18.0,0.3682,0.0458,0.0367,0.0023,10.0,3.4
60,3,4.0,0.5832,0.399,0.9991,0.5556,0.3889,18.0,0.2329,0.8247,0.6966,0.041,10.0,3.84
61,3,5.0,0.6223,0.343,0.9431,0.6111,0.3889,18.0,0.8694,0.5186,0.0095,0.0184,10.0,3.7
62,3,2.0,0.7132,0.2392,0.9571,0.7222,0.2778,18.0,0.7805,0.7261,0.0219,0.0549,10.0,2.74
63,3,5.0,0.3146,0.3245,0.9804,0.2222,0.1667,18.0,0.3747,0.1251,0.0376,0.021,10.0,4.65
64,3,5.0,0.5083,0.4571,0.9934,0.5556,0.4444,18.0,0.1388,0.3351,0.0634,0.1391,10.0,3.87
65,3,4.0,0.6247,0.3533,0.9927,0.6667,0.3333,18.0,0.4659,0.5223,0.2202,0.2131,10.0,3.93
66,3,4.0,0.7711,0.2257,0.5262,0.9,0.1,10.0,0.0311,0.0228,0.0056,0.0007,6.0,3.75
67,3,5.0,0.4948,0.4253,0.9276,0.4444,0.4444,18.0,0.1311,0.6671,0.0053,0.0032,10.0,4.36
68,3,2.0,0.6274,0.3323,0.9576,0.7222,0.2778,18.0,0.9229,0.5611,0.0165,0.0673,10.0,2.66
69,3,4.0,0.0915,0.4731,0.4731,0.0,0.0,2.0,0.1581,0.4586,0.3755,0.3853,2.0,4.01
70,3,5.0,0.5155,0.1539,0.3258,0.625,0.0,8.0,0.5465,0.7218,0.2693,0.0026,5.0,4.43
71,3,4.0,0.1629,0.8258,0.9991,0.1667,0.8333,18.0,0.6685,0.0863,0.1184,0.8759,10.0,3.53
72,3,4.0,0.7198,0.2438,0.9404,0.7222,0.2778,18.0,0.8405,0.7678,0.0107,0.0133,10.0,4.0
73,3,4.0,0.2063,0.5744,0.9759,0.1111,0.6667,18.0,0.1248,0.086,0.8034,0.4799,10.0,3.93
74,3,3.0,0.7584,0.107,0.9031,0.8333,0.0556,18.0,0.0626,0.4296,0.0031,0.0139,10.0,3.28
75,3,4.0,0.2433,0.7341,0.9906,0.1667,0.8333,18.0,0.6031,0.4875,0.3667,0.4618,10.0,3.98
0,4,5.0,0.1921,0.5612,0.5612,0.0,1.0,2.0,0.7695,0.2852,0.2041,0.2677,2.0,4.36
1,4,4.0,0.4747,0.467,0.9804,0.3333,0.5556,18.0,0.6928,0.3826,0.0384,0.0029,10.0,3.97
2,4,4.0,0.5723,0.3302,0.9178,0.5556,0.3889,18.0,0.0829,0.0901,0.0236,0.0229,10.0,3.88
3,4,5.0,0.0113,0.9879,0.9985,0.0,1.0,18.0,0.0475,0.6236,0.9407,0.3135,10.0,4.46
4,4,5.0,0.5241,0.4269,0.996,0.5,0.4444,18.0,0.7586,0.9024,0.2239,0.0239,10.0,4.68
5,4,3.0,0.1119,0.8865,0.9989,0.1111,0.8889,18.0,0.2668,0.3299,0.6733,0.5656,10.0,3.0
6,4,4.0,0.5538,0.3835,0.9541,0.6111,0.3889,18.0,0.0819,0.1307,0.018,0.0065,10.0,3.58
7,4,4.0,0.7775,0.2032,0.9597,0.7778,0.1667,18.0,0.1282,0.91,0.0243,0.0033,10.0,3.68
8,4,3.0,0.7111,0.2799,0.9865,0.7222,0.2778,18.0,0.1516,0.9306,0.03,0.0149,10.0,3.39
9,4,3.0,0.2116,0.7746,0.9989,0.2222,0.7778,18.0,0.6511,0.6128,0.036,0.2031,10.0,3.16
10,4,3.0,0.1861,0.7904,0.9989,0.2222,0.7778,18.0,0.9318,0.9255,0.0194,0.0069,10.0,3.25
11,4,4.0,0.2831,0.6568,0.9972,0.2778,0.6667,18.0,0.12,0.8847,0.8714,0.0095,10.0,4.12
12,4,5.0,0.6931,0.2622,0.9834,0.7222,0.2778,18.0,0.8446,0.7521,0.0085,0.0089,10.0,4.35
13,4,4.0,0.7965,0.1836,0.858,0.8571,0.1429,14.0,0.8779,0.9121,0.0371,0.0059,8.0,3.63
14,4,5.0,0.4313,0.5488,0.9971,0.4444,0.5556,18.0,0.0765,0.4905,0.9035,0.1405,10.0,3.91
15,4,1.0,0.5592,0.3448,0.9774,0.6111,0.3333,18.0,0.1152,0.3292,0.0126,0.0059,10.0,2.4
16,4,4.0,0.4158,0.5511,0.9962,0.4444,0.5556,18.0,0.4125,0.9221,0.3565,0.0423,10.0,4.08
17,4,4.0,0.3018,0.6627,0.9551,0.2,0.8,10.0,0.2148,0.2148,0.2143,0.2143,6.0,3.53
18,4,4.0,0.653,0.3181,0.9963,0.6667,0.3333,18.0,0.4907,0.9939,0.0281,0.0029,10.0,3.85
19,4,5.0,0.2787,0.6826,0.9991,0.2778,0.7222,18.0,0.8793,0.772,0.0794,0.0769,10.0,4.02
20,4,4.0,0.0896,0.9089,0.999,0.0556,0.9444,18.0,0.4504,0.1433,0.1073,0.6727,10.0,3.81
21,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0149,0.0005,0.0005,1.0,3.84
22,4,3.0,0.2323,0.7531,0.9988,0.2222,0.7778,18.0,0.6961,0.6849,0.034,0.0353,10.0,3.54
23,4,3.0,0.6715,0.28,0.9367,0.6667,0.2778,18.0,0.2652,0.2652,0.17,0.17,10.0,2.78
24,4,4.0,0.5879,0.3628,0.9417,0.6667,0.3333,18.0,0.1765,0.1765,0.0199,0.0199,10.0,3.05
25,4,4.0,0.539,0.3999,0.9986,0.5556,0.3889,18.0,0.6357,0.4726,0.0313,0.0853,10.0,4.01
26,4,5.0,0.2644,0.7109,0.999,0.2778,0.7222,18.0,0.6108,0.741,0.0136,0.1508,10.0,4.52
27,4,2.0,0.8163,0.1652,0.9978,0.8333,0.1667,18.0,0.1579,0.5639,0.04,0.0051,10.0,2.86
28,4,4.0,0.5056,0.4623,0.972,0.5,0.4444,18.0,0.2377,0.4298,0.7162,0.5144,10.0,3.8
29,4,4.0,0.6921,0.227,0.9814,0.7222,0.2222,18.0,0.5219,0.6283,0.0583,0.027,10.0,3.84
30,4,4.0,0.716,0.2113,0.9039,0.7778,0.1111,18.0,0.7871,0.8051,0.0063,0.0391,10.0,3.89
31,4,4.0,0.6968,0.2203,0.9639,0.7222,0.2222,18.0,0.795,0.8712,0.008,0.0191,10.0,3.71
32,4,4.0,0.7969,0.1626,0.9838,0.8333,0.1667,18.0,0.2715,0.9161,0.0042,0.0021,10.0,3.68
33,4,5.0,0.9181,0.0207,0.1419,1.0,0.0,18.0,0.3681,0.839,0.0064,0.0101,10.0,4.39
34,4,4.0,0.6155,0.3445,0.9913,0.6667,0.2778,18.0,0.8326,0.1531,0.093,0.1047,10.0,4.12
35,4,1.0,0.8428,0.0937,0.9447,0.9444,0.0556,18.0,0.9199,0.5274,0.0366,0.1183,10.0,2.17
36,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9118,0.935,0.0158,0.025,1.0,4.0
37,4,5.0,0.8854,0.1037,0.9832,0.9444,0.0556,18.0,0.9705,0.8808,0.0036,0.0029,10.0,3.62
38,4,4.0,0.0172,0.004,0.004,0.0,0.0,2.0,0.9184,0.9504,0.0533,0.0119,2.0,3.93
39,4,2.0,0.5878,0.3589,0.9652,0.6667,0.3333,18.0,0.8251,0.9077,0.0641,0.0502,10.0,2.75
40,4,2.0,0.3468,0.6484,0.9989,0.3333,0.6667,18.0,0.6912,0.3763,0.134,0.5555,10.0,2.77
41,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8165,0.8027,0.0756,0.0774,1.0,4.72
42,4,3.0,0.9436,0.0348,0.159,1.0,0.0,18.0,0.5157,0.5294,0.3563,0.4088,10.0,3.21
43,4,5.0,0.0132,0.0013,0.0013,0.0,0.0,2.0,0.7839,0.876,0.0034,0.0097,2.0,4.5
44,4,3.0,0.9182,0.0583,0.1123,1.0,0.0,6.0,0.0365,0.0115,0.0108,0.0068,4.0,3.2
45,4,4.0,0.2346,0.748,0.999,0.2222,0.7222,18.0,0.3704,0.9008,0.0504,0.0509,10.0,4.21
46,4,5.0,0.3773,0.5727,0.994,0.2778,0.5556,18.0,0.6312,0.5983,0.2918,0.2471,10.0,4.48
47,4,5.0,0.7125,0.2351,0.9165,0.7222,0.2778,18.0,0.878,0.7411,0.1049,0.0083,10.0,4.36
48,4,5.0,0.7752,0.1562,0.9532,0.8889,0.1111,18.0,0.7855,0.7182,0.0141,0.0216,10.0,4.27
49,4,4.0,0.1059,0.8858,0.9985,0.0556,0.9444,18.0,0.0837,0.1884,0.8742,0.6802,10.0,3.83
50,4,4.0,0.3271,0.5883,0.6191,0.0,1.0,6.0,0.2278,0.3238,0.6941,0.6214,4.0,3.87
51,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8582,0.8658,0.0498,0.0238,1.0,4.06
52,4,2.0,0.3369,0.6479,0.9985,0.3889,0.6111,18.0,0.4586,0.7698,0.002,0.0036,10.0,2.76
53,4,5.0,0.2918,0.7024,0.9986,0.2778,0.7222,18.0,0.2839,0.8951,0.0613,0.0596,10.0,4.92
54,4,4.0,0.728,0.2485,0.8643,0.7222,0.2778,18.0,0.6915,0.8375,0.077,0.0714,10.0,3.85
55,4,5.0,0.4924,0.3874,0.9776,0.4444,0.4444,18.0,0.0298,0.1199,0.0167,0.0134,10.0,3.77
56,4,2.0,0.4238,0.5529,0.9965,0.4444,0.5556,18.0,0.818,0.869,0.039,0.0116,10.0,2.85
57,4,5.0,0.4834,0.4912,0.999,0.5,0.5,18.0,0.2151,0.1264,0.7543,0.8621,10.0,3.34
58,4,3.0,0.1086,0.889,0.9992,0.1111,0.8889,18.0,0.0192,0.0192,0.9629,0.9629,10.0,2.83
59,4,4.0,0.4906,0.4853,0.9984,0.5,0.5,18.0,0.5816,0.8504,0.2255,0.0973,10.0,4.27
60,4,4.0,0.4403,0.4668,0.999,0.4444,0.4444,18.0,0.7907,0.7256,0.0547,0.0323,10.0,4.02
61,4,5.0,0.235,0.7595,0.9976,0.2778,0.7222,18.0,0.0411,0.02,0.9559,0.9704,10.0,4.2
62,4,4.0,0.7363,0.2322,0.9513,0.7778,0.2222,18.0,0.809,0.7926,0.0156,0.0104,10.0,3.91
63,4,5.0,0.3588,0.5923,0.9914,0.2778,0.6111,18.0,0.8493,0.5549,0.0105,0.0479,10.0,4.17
64,4,4.0,0.723,0.2168,0.803,0.7778,0.2222,18.0,0.7811,0.5177,0.0668,0.3946,10.0,3.54
65,4,4.0,0.606,0.2916,0.9704,0.6111,0.2778,18.0,0.9101,0.6515,0.0245,0.007,10.0,3.87
66,4,4.0,0.943,0.0508,0.2915,1.0,0.0,10.0,0.0166,0.0159,0.0012,0.0019,6.0,3.37
67,4,3.0,0.6219,0.3286,0.9423,0.6667,0.3333,18.0,0.1952,0.4494,0.1965,0.4618,10.0,3.0
68,4,3.0,0.7232,0.2289,0.9764,0.7778,0.2222,18.0,0.0439,0.7458,0.0371,0.0158,10.0,3.42
69,4,4.0,0.6121,0.3043,0.984,0.6667,0.2778,18.0,0.8112,0.824,0.0324,0.008,10.0,3.95
70,4,4.0,0.2594,0.6993,0.9981,0.2778,0.7222,18.0,0.163,0.1952,0.805,0.0099,10.0,3.83
71,4,5.0,0.6154,0.2842,0.9825,0.6111,0.2778,18.0,0.2221,0.2291,0.0348,0.0456,10.0,4.36
72,4,5.0,0.3749,0.6132,0.9849,0.3333,0.6667,18.0,0.4361,0.9019,0.5523,0.0446,10.0,4.38
73,4,4.0,0.7284,0.237,0.995,0.7778,0.2222,18.0,0.217,0.6028,0.0316,0.0075,10.0,3.75
74,4,1.0,0.7826,0.1231,0.8679,0.7778,0.1111,18.0,0.5877,0.9056,0.0667,0.0221,10.0,2.49
75,4,4.0,0.2187,0.7723,0.9991,0.2222,0.7778,18.0,0.0641,0.5821,0.9266,0.314,10.0,3.89
