user_id,file_id,rating,combo_ALL__pred,n_sentences,n_tokens,sentence_length,n_sentences_r,n_words_r,n_chars_r,syllables,polysyllables,words_per_sentence,syllables_per_word,chars_per_word,polysyllable_rate,flesch_reading_ease,fk_grade_level,gunning_fog,smog_index,ari,coleman_liau,tokens,types,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,token_count,sentence_count,pos_prop_NOUN,pos_prop_PROPN,pos_prop_PRON,pos_prop_VERB,pos_prop_AUX,pos_prop_ADJ,pos_prop_ADV,pos_prop_ADP,pos_prop_DET,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_INTJ,pos_prop_SYM,pos_prop_X,pos_prop_PUNCT,content_vs_function_ratio,pronoun_ratio,verbs_per_sentence,pos_entropy,avg_tree_depth,max_tree_depth,std_tree_depth,avg_dep_distance,root_children_mean,token_count_ner,entity_count,entity_density,unique_entity_types,entity_label_entropy,avg_entity_length_tokens,ent_count_PERSON,ent_count_ORG,ent_count_GPE,ent_count_LOC,ent_count_NORP,ent_count_FAC,ent_count_EVENT,ent_count_WORK_OF_ART,ent_count_LAW,ent_count_LANGUAGE,ent_count_PRODUCT,ent_count_DATE,ent_count_TIME,ent_count_PERCENT,ent_count_MONEY,ent_count_QUANTITY,ent_count_ORDINAL,ent_count_CARDINAL,vader_compound,vader_pos,vader_neu,vader_neg,tb_polarity,tb_subjectivity,disc_token_count,total_connectives,connective_density_per_100w,unique_connectives,connective_entropy,count_temporal,count_comparison,count_cause,count_expansion,density_temporal,density_comparison,density_cause,density_expansion,enumeration_count,avg_connective_position,unique_entities,avg_entities_per_sent,entity_continuity,entity_introductions,role_transitions,grid_density,cosine_sim,q_norm,r_norm,norm_gap,avg_logprob,ppl,proportion_top10,proportion_top100,proportion_top1000,proportion_over1000,mean_rank,median_rank,rank_entropy,n_pred_tokens,nli_mean_entail,nli_mean_contra,nli_max_contra,nli_frac_entail_gt50,nli_frac_contra_gt50,nli_pairs_evaluated,nli_r_to_q_entail,nli_q_to_r_entail,nli_r_to_q_contra,nli_q_to_r_contra,n_sentences_resp,ll_orig,mean_ll_pert,std_ll_pert,curvature_z,n_perturb_used
20,2,5.0,4.69,43.0,794.0,527.0,33.0,475.0,2675.0,810.0,74.0,14.3939,1.7053,5.6316,0.1558,47.9599,10.1457,11.9892,11.6838,12.2917,15.2573,527.0,249.0,0.4725,10.8466,7.6697,0.8804,0.0191,71.7966,118.2033,0.6546,0.1285,5.2676,794.0,43.0,0.3111,0.1171,0.0139,0.0378,0.0013,0.0504,0.0038,0.0403,0.0126,0.0365,0.0038,0.005,0.0793,0.0,0.0151,0.0,0.272,4.5889,0.0139,0.7209,2.8121,4.4884,7.0,1.2827,2.9242,4.8837,794.0,79.0,0.0995,7.0,2.2065,1.7848,12.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,21.0,0.9761,0.081,0.888,0.031,0.1428,0.4264,527.0,11.0,2.0873,1.0,-0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0873,0.0,0.4133,153.0,8.1628,0.3922,0.6078,0.202,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2,4.0,3.88,1.0,10.0,10.0,1.0,10.0,44.0,15.0,1.0,10.0,1.5,4.4,0.1,69.785,6.01,8.0,8.8418,4.294,7.112,10.0,9.0,0.9,2.846,2.0125,0.9542,0.0199,200.0,28.0,0.8889,0.1111,4.4,10.0,1.0,0.2,0.0,0.1,0.1,0.0,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,1.0,2.4464,3.0,3.0,0.0,2.4444,3.0,10.0,1.0,0.1,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1667,0.2361,10.0,2.0,20.0,2.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,0.0,1.0,0.7075,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-5.284,197.1606,0.1,0.4,1.0,0.0,205.0,168.0,7.8995,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.9815,0.0004,0.0004,1.0,-5.284,-6.7359,1.6866,0.8609,6.0
22,2,4.0,4.06,16.0,585.0,399.0,2.0,375.0,2134.0,633.0,65.0,187.5,1.688,5.6907,0.1733,-126.2823,77.4534,81.9333,35.6968,99.123,17.5033,399.0,226.0,0.5664,11.3142,8.0003,0.9051,0.0158,57.7886,162.4553,0.6327,0.2168,5.4561,585.0,16.0,0.2462,0.2325,0.0068,0.0632,0.0017,0.065,0.0068,0.0188,0.0068,0.0103,0.0034,0.0034,0.0735,0.0,0.0085,0.0034,0.2496,11.9667,0.0068,2.375,2.7534,5.6875,9.0,1.57,3.4424,5.4375,585.0,74.0,0.1265,10.0,2.2797,1.5,5.0,12.0,1.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,38.0,0.8519,0.071,0.878,0.051,0.0262,0.4589,399.0,2.0,0.5013,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2506,0.0,0.2506,0.0,0.0313,138.0,17.75,0.4203,0.5797,0.1781,0.1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2,4.0,3.97,12.0,370.0,258.0,1.0,231.0,1301.0,380.0,27.0,231.0,1.645,5.632,0.1169,-166.7988,93.9113,97.0753,32.8134,120.5969,17.1882,258.0,150.0,0.5814,9.3386,6.6034,0.9023,0.0176,130.4008,91.0846,0.7867,0.0933,5.2209,370.0,12.0,0.3027,0.173,0.0054,0.0568,0.0054,0.0622,0.0027,0.0162,0.0054,0.0108,0.0,0.0027,0.0784,0.0,0.0081,0.0081,0.2622,13.0,0.0054,1.9167,2.686,5.25,8.0,2.2032,2.6638,4.0833,370.0,33.0,0.0892,5.0,1.6513,1.3333,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,19.0,0.9761,0.138,0.819,0.043,-0.0917,0.5063,258.0,3.0,1.1628,2.0,0.9183,1.0,0.0,0.0,2.0,0.3876,0.0,0.0,0.7752,0.0,0.576,89.0,14.8333,0.2472,0.7528,0.2584,0.1667,-0.0953,1.0,1.0,0.0,-2.9219,18.5764,0.0143,0.2554,0.6874,0.3126,1119.0191,321.0,3.9595,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.9219,-3.4513,0.1243,4.259,6.0
24,2,4.0,4.06,8.0,451.0,298.0,3.0,268.0,1433.0,423.0,37.0,89.3333,1.5784,5.347,0.1381,-17.3674,37.8746,41.2557,23.1916,48.4211,15.3091,298.0,170.0,0.5705,9.8478,6.9635,0.9015,0.0173,78.3748,86.3373,0.6471,0.1765,4.9832,451.0,8.0,0.1729,0.2705,0.0067,0.051,0.0044,0.0554,0.0044,0.0177,0.0111,0.0111,0.0,0.0089,0.0754,0.0,0.0044,0.0022,0.3038,9.2593,0.0067,3.125,2.681,6.375,12.0,2.3419,3.6353,4.125,451.0,54.0,0.1197,7.0,2.2423,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,2.0,0.0,21.0,0.9792,0.137,0.807,0.056,-0.0315,0.5355,298.0,3.0,1.0067,1.0,-0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0067,0.0,0.1265,108.0,25.375,0.3704,0.6296,0.1474,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2,4.0,3.99,6.0,820.0,602.0,3.0,509.0,2566.0,746.0,44.0,169.6667,1.4656,5.0413,0.0864,-89.368,67.8743,71.3244,25.0073,87.1477,13.6681,602.0,233.0,0.387,9.4964,6.7149,0.8517,0.0232,162.7465,60.4332,0.5794,0.2017,4.5,820.0,6.0,0.2341,0.1951,0.0037,0.0854,0.0012,0.0427,0.0012,0.0207,0.0134,0.0146,0.0012,0.0024,0.1329,0.0,0.0159,0.0317,0.2037,9.7447,0.0037,11.8333,2.9297,9.1667,12.0,2.1148,5.0778,5.1667,820.0,145.0,0.1768,8.0,1.6658,1.4828,23.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,93.0,0.9774,0.09,0.863,0.047,0.0804,0.4193,602.0,6.0,0.9967,2.0,0.65,0.0,1.0,0.0,5.0,0.0,0.1661,0.0,0.8306,0.0,0.1584,149.0,59.1667,0.4295,0.5705,0.2087,0.3971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2,4.0,3.99,18.0,525.0,380.0,14.0,324.0,1664.0,505.0,36.0,23.1429,1.5586,5.1358,0.1111,51.4839,11.8277,13.7016,12.2899,14.3311,13.1195,380.0,197.0,0.5184,10.1059,7.1459,0.8894,0.0186,113.5734,53.3796,0.6954,0.1523,4.6421,525.0,18.0,0.2095,0.2038,0.0095,0.061,0.0057,0.0495,0.0019,0.0514,0.0076,0.0171,0.0057,0.0038,0.1314,0.0,0.021,0.0019,0.219,5.2075,0.0095,1.9444,2.9708,5.4444,13.0,3.3203,2.8693,4.1111,525.0,83.0,0.1581,8.0,2.0574,1.8193,6.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,44.0,0.9312,0.099,0.831,0.071,0.0623,0.3782,380.0,7.0,1.8421,3.0,1.1488,0.0,1.0,1.0,5.0,0.0,0.2632,0.2632,1.3158,0.0,0.3494,116.0,12.3333,0.2672,0.7328,0.2547,0.1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2,4.0,4.0,16.0,720.0,505.0,9.0,416.0,2117.0,616.0,31.0,46.2222,1.4808,5.0889,0.0745,34.6464,19.9097,21.4697,13.7315,25.65,13.4826,505.0,217.0,0.4297,9.6564,6.8281,0.8643,0.0218,117.3218,47.5596,0.6359,0.1567,4.5307,720.0,16.0,0.2181,0.1722,0.0083,0.0611,0.0042,0.0472,0.0069,0.0625,0.0111,0.0125,0.0028,0.0014,0.1458,0.0,0.0236,0.0042,0.2181,4.9189,0.0083,2.9375,2.9935,6.0,12.0,2.5495,3.1993,3.875,720.0,138.0,0.1917,9.0,1.8956,1.4855,25.0,23.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,76.0,0.9776,0.095,0.861,0.044,0.0854,0.4967,505.0,6.0,1.1881,2.0,0.65,0.0,1.0,0.0,5.0,0.0,0.198,0.0,0.9901,0.0,0.1131,136.0,17.9375,0.3309,0.6691,0.1921,0.1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,3.0,3.37,9.0,663.0,483.0,3.0,412.0,2238.0,683.0,63.0,137.3333,1.6578,5.432,0.1529,-72.8054,57.5317,61.0498,29.3082,72.8216,15.9249,483.0,218.0,0.4513,9.9193,7.014,0.8713,0.0208,94.7323,96.7471,0.5963,0.1789,4.9172,663.0,9.0,0.2051,0.2534,0.006,0.0679,0.0045,0.0347,0.003,0.0407,0.009,0.009,0.0015,0.009,0.1252,0.0,0.0121,0.0015,0.2172,7.0566,0.006,5.3333,2.8386,8.2222,18.0,4.1036,3.8504,4.5556,663.0,124.0,0.187,8.0,1.9483,1.4597,21.0,30.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,61.0,0.9914,0.124,0.831,0.045,-0.0418,0.5495,483.0,4.0,0.8282,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.4141,0.0,0.4141,0.0,0.2814,145.0,34.2222,0.4,0.6,0.1963,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2,4.0,3.91,17.0,314.0,212.0,17.0,202.0,1071.0,350.0,41.0,11.8824,1.7327,5.302,0.203,48.1903,9.4897,12.8718,12.0009,9.4835,12.8846,212.0,162.0,0.7642,11.1262,7.8674,0.9498,0.0094,38.7148,251.6864,0.8148,0.1235,5.2264,314.0,17.0,0.2866,0.0701,0.0191,0.0669,0.0032,0.0796,0.0159,0.0478,0.0191,0.0318,0.0096,0.0096,0.0637,0.0,0.0287,0.0,0.2484,3.7045,0.0191,1.2941,3.072,4.8824,7.0,1.2311,3.1627,5.0,314.0,15.0,0.0478,6.0,2.4402,2.4,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.2023,0.099,0.8,0.1,-0.0346,0.4821,212.0,7.0,3.3019,3.0,1.1488,1.0,1.0,0.0,5.0,0.4717,0.4717,0.0,2.3585,0.0,0.4484,90.0,6.9412,0.1778,0.8222,0.3214,0.0771,0.8159,1.0,1.0,0.0,-3.6093,36.9392,0.0119,0.25,0.7232,0.2768,1168.9643,294.0,4.878,336.0,0.0424,0.2832,0.9051,0.0,0.2143,14.0,0.7194,0.119,0.0233,0.0193,8.0,-3.6093,-3.9081,0.178,1.6792,6.0
30,2,4.0,3.54,6.0,303.0,224.0,2.0,211.0,1169.0,359.0,33.0,105.5,1.7014,5.5403,0.1564,-44.1878,45.6318,48.4559,26.3344,57.4147,16.4963,224.0,170.0,0.7589,11.3586,8.0317,0.949,0.0094,33.4821,260.1719,0.8059,0.1176,5.3661,303.0,6.0,0.33,0.066,0.0165,0.0627,0.0099,0.0825,0.0264,0.0693,0.0066,0.0264,0.0033,0.0066,0.0594,0.0,0.0198,0.0,0.2145,4.0952,0.0165,3.6667,2.9948,6.0,11.0,2.8284,3.7546,5.5,303.0,21.0,0.0693,8.0,2.7386,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,0.9633,0.133,0.82,0.047,0.0973,0.3723,224.0,5.0,2.2321,2.0,0.7219,0.0,1.0,0.0,4.0,0.0,0.4464,0.0,1.7857,0.0,0.4519,97.0,20.8333,0.1753,0.8247,0.4286,0.2148,0.5729,1.0,1.0,0.0,-3.9046,49.628,0.0146,0.2485,0.7105,0.2895,1210.4211,356.0,5.1558,342.0,0.3312,0.0781,0.0885,0.5,0.0,2.0,0.2283,0.4083,0.0837,0.0337,2.0,-3.9046,-4.2521,0.0526,6.6129,6.0
31,2,4.0,4.15,10.0,666.0,482.0,4.0,447.0,2419.0,725.0,68.0,111.75,1.6219,5.4116,0.1521,-43.806,47.1312,50.785,26.6834,59.9338,15.7555,482.0,259.0,0.5373,11.7971,8.3418,0.8995,0.0163,52.599,137.0363,0.6448,0.1969,5.1515,666.0,10.0,0.2387,0.2417,0.006,0.048,0.006,0.0781,0.012,0.0255,0.0105,0.0135,0.0045,0.006,0.0631,0.0015,0.009,0.0015,0.2342,8.5833,0.006,3.6,2.8503,6.3,10.0,2.6096,3.712,5.0,666.0,74.0,0.1111,8.0,2.2022,1.7162,11.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,35.0,0.993,0.16,0.769,0.072,0.0722,0.5051,482.0,7.0,1.4523,3.0,1.3788,1.0,2.0,0.0,4.0,0.2075,0.4149,0.0,0.8299,0.0,0.3018,155.0,32.4,0.3613,0.6387,0.2012,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2,4.0,3.87,37.0,865.0,579.0,21.0,495.0,2737.0,835.0,75.0,23.5714,1.6869,5.5293,0.1515,40.2009,13.5079,15.4892,13.9252,16.3987,15.4565,579.0,192.0,0.3316,7.9792,5.6422,0.8265,0.0273,123.016,88.2087,0.5521,0.1302,5.0535,865.0,37.0,0.2647,0.1087,0.0069,0.0566,0.0023,0.0532,0.0046,0.0451,0.0162,0.0277,0.0023,0.0069,0.1191,0.0,0.022,0.0,0.2636,4.5376,0.0069,1.3784,2.9261,5.2432,10.0,2.3063,3.3312,4.4595,865.0,102.0,0.1179,6.0,1.8005,1.902,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,0.0,0.0,41.0,0.9975,0.162,0.807,0.031,0.0962,0.4386,579.0,18.0,3.1088,4.0,0.6144,0.0,1.0,1.0,16.0,0.0,0.1727,0.1727,2.7634,0.0,0.4905,93.0,8.8919,0.5376,0.4624,0.2119,0.0956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2,5.0,4.87,53.0,1465.0,1125.0,39.0,1045.0,5933.0,1838.0,193.0,26.7949,1.7589,5.6775,0.1847,30.8394,15.6144,18.1055,15.8375,18.7085,16.4791,1125.0,488.0,0.4338,14.5493,10.2879,0.8811,0.0169,49.3195,146.7388,0.6107,0.1865,5.3884,1465.0,53.0,0.2799,0.1584,0.013,0.071,0.0082,0.073,0.0068,0.0601,0.028,0.0225,0.0041,0.0082,0.058,0.0,0.0048,0.0034,0.2007,4.09,0.013,2.1887,3.0378,5.3585,13.0,2.356,3.436,5.4717,1465.0,142.0,0.0969,12.0,2.7198,1.7606,26.0,28.0,2.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,19.0,7.0,4.0,1.0,0.0,0.0,44.0,0.9986,0.145,0.798,0.057,0.0361,0.4897,1125.0,29.0,2.5778,8.0,1.5923,2.0,5.0,5.0,17.0,0.1778,0.4444,0.4444,1.5111,0.0,0.3091,277.0,12.4717,0.426,0.574,0.3203,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2,5.0,4.7,32.0,682.0,475.0,19.0,456.0,2576.0,781.0,77.0,24.0,1.7127,5.6491,0.1689,37.5789,13.9801,16.3544,14.6295,17.1774,16.1835,475.0,246.0,0.5179,11.2873,7.9813,0.8932,0.0173,59.9224,154.9298,0.6423,0.187,5.4842,682.0,32.0,0.2786,0.1246,0.0117,0.0909,0.0029,0.0865,0.0117,0.0337,0.0103,0.0293,0.0117,0.0059,0.063,0.0,0.0029,0.0,0.2361,5.6111,0.0117,2.0,2.9517,4.1875,8.0,1.8103,3.2637,3.625,682.0,50.0,0.0733,7.0,2.3342,2.26,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,18.0,0.0,0.0,0.0,0.0,14.0,0.9914,0.155,0.809,0.035,0.0956,0.474,475.0,16.0,3.3684,8.0,1.7806,2.0,3.0,3.0,8.0,0.4211,0.6316,0.6316,1.6842,0.0,0.5188,125.0,8.8438,0.376,0.624,0.2848,0.0707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2,2.0,2.61,22.0,539.0,386.0,12.0,342.0,1887.0,560.0,49.0,28.5,1.6374,5.5175,0.1433,39.3812,14.8466,17.131,14.673,18.8076,15.6046,386.0,177.0,0.4585,9.0091,6.3704,0.8691,0.022,84.9687,107.8122,0.5367,0.226,5.0855,539.0,22.0,0.2226,0.2783,0.0019,0.0482,0.0,0.0612,0.0019,0.0204,0.0037,0.0093,0.0019,0.0037,0.0983,0.0,0.0037,0.013,0.2319,15.0,0.0019,1.1818,2.6707,4.4091,8.0,1.8005,2.9233,3.8636,539.0,95.0,0.1763,6.0,1.9087,1.4316,15.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,50.0,0.9823,0.1,0.875,0.025,0.0751,0.5614,386.0,3.0,0.7772,2.0,0.9183,0.0,1.0,0.0,2.0,0.0,0.2591,0.0,0.5181,0.0,0.1752,110.0,12.3182,0.5455,0.4545,0.1429,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2,4.0,4.18,14.0,751.0,560.0,4.0,514.0,2947.0,864.0,70.0,128.5,1.6809,5.7335,0.1362,-65.7995,54.36,56.8475,27.0272,69.8246,17.6824,560.0,305.0,0.5446,12.8886,9.1136,0.904,0.0152,50.5102,171.3646,0.6295,0.2164,5.3732,751.0,14.0,0.1731,0.3981,0.0013,0.0466,0.0027,0.0533,0.0027,0.0146,0.0053,0.012,0.0027,0.004,0.0746,0.0,0.0013,0.0013,0.2064,15.8125,0.0013,2.6429,2.4919,5.1429,11.0,2.7994,3.3915,4.1429,751.0,115.0,0.1531,9.0,2.4108,1.7652,24.0,23.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,1.0,0.0,0.0,42.0,0.9921,0.107,0.858,0.036,0.0362,0.4226,560.0,7.0,1.25,3.0,1.1488,0.0,1.0,1.0,5.0,0.0,0.1786,0.1786,0.8929,0.0,0.5688,222.0,30.7143,0.3649,0.6351,0.0962,0.1384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2,5.0,4.77,29.0,694.0,506.0,17.0,450.0,2286.0,681.0,45.0,26.4706,1.5133,5.08,0.1,51.9394,12.5909,14.5882,12.4236,15.7321,12.9522,506.0,230.0,0.4545,10.2247,7.23,0.8734,0.0203,70.4588,86.7114,0.6087,0.1522,4.751,694.0,29.0,0.1744,0.245,0.0202,0.0663,0.0043,0.036,0.0086,0.0504,0.0144,0.0303,0.0043,0.0115,0.0994,0.0,0.0159,0.0058,0.2133,3.9149,0.0202,1.6897,3.086,5.3448,9.0,2.3382,2.9221,3.7931,694.0,91.0,0.1311,7.0,2.1187,1.978,18.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,43.0,0.9979,0.196,0.777,0.028,0.0545,0.5523,506.0,9.0,1.7787,2.0,0.5033,1.0,0.0,0.0,8.0,0.1976,0.0,0.0,1.581,0.0,0.5719,138.0,10.5172,0.442,0.558,0.2874,0.0762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2,4.0,4.05,39.0,793.0,540.0,29.0,489.0,2675.0,836.0,71.0,16.8621,1.7096,5.4703,0.1452,45.0869,11.1596,12.5526,12.0678,12.7664,14.6102,540.0,222.0,0.4111,9.5534,6.7552,0.8587,0.0225,84.5679,101.4435,0.5721,0.1892,5.1759,793.0,39.0,0.29,0.0984,0.0113,0.0694,0.0038,0.0467,0.0076,0.0517,0.0227,0.0404,0.0013,0.0063,0.0858,0.0,0.0177,0.0025,0.2446,3.7248,0.0113,1.4872,2.9928,5.1538,9.0,1.5777,3.216,4.5128,793.0,69.0,0.087,6.0,2.024,2.0435,5.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,26.0,0.9956,0.14,0.82,0.039,0.2027,0.5405,540.0,15.0,2.7778,4.0,1.0389,1.0,1.0,1.0,12.0,0.1852,0.1852,0.1852,2.2222,0.0,0.565,120.0,8.1282,0.5,0.5,0.203,0.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2,2.0,2.7,58.0,876.0,659.0,58.0,486.0,2364.0,706.0,43.0,8.3793,1.4527,4.8642,0.0885,75.4337,4.8195,6.8908,8.048,5.67,9.269,659.0,188.0,0.2853,7.3234,5.1785,0.8068,0.0298,265.0818,36.533,0.4787,0.2394,3.9378,876.0,58.0,0.25,0.1176,0.0034,0.0628,0.0023,0.0285,0.0011,0.0217,0.0057,0.0068,0.0046,0.0023,0.2021,0.0,0.0217,0.0434,0.226,9.8293,0.0034,0.9828,2.8541,3.6034,8.0,1.3764,2.8373,4.5172,876.0,197.0,0.2249,7.0,1.143,1.1675,7.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,157.0,0.9776,0.078,0.885,0.038,0.0519,0.4814,659.0,7.0,1.0622,3.0,1.1488,1.0,0.0,1.0,5.0,0.1517,0.0,0.1517,0.7587,0.0,0.3328,114.0,5.6034,0.5526,0.4474,0.1991,0.0492,0.6675,1.0,1.0,0.0,-2.5573,12.9006,0.0094,0.362,0.7429,0.2571,1251.022,225.0,2.9336,953.0,0.015,0.3723,0.9276,0.0,0.4286,14.0,0.0533,0.028,0.0355,0.0021,8.0,-2.9857,-3.5267,0.0843,6.4165,6.0
